Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
Skydive! Go Ahead and Jump,1999,Action,3rd-person (Other),Windows,4.3,28% (11),Gonzo Games,Gonzo Games,0.0,1.0,Tricks / stunts
Deadly Towers,1986,Action,Top-down,NES,4.3,26% (5),"Lenar Co., Ltd.","Lenar Co., Ltd.",0.0,1.0,RPG elements
Kick-Ass,2010,Action,3rd-person (Other),iPhone,4.3,29% (8),"Frozen Codebase, LLC, WHA Entertainment, Inc.","Frozen Codebase, LLC",0.0,1.0,Shooter
Shellshock 2: Blood Trails,2009,Action,1st-person,Windows,4.3,35% (32),"Noviy Disk, Eidos Interactive Limited, Mastertronic Games Ltd.",Noviy Disk,0.0,1.0,Shooter
Bible Adventures,1991,Action,Side view,NES,4.3,28% (9),"Wisdom Tree, Inc.","Wisdom Tree, Inc.",0.0,1.0,"Arcade, Platform"
The Great Waldo Search,1992,Action,Side view,Genesis,4.3,38% (10),THQ Inc.,THQ Inc.,0.0,1.0,Hidden object
Chicken Shoot,2007,Action,1st-person,Wii,4.3,31% (10),"FRONTLINE Studios, Inc., Calaris Studios Sp. z o.o","FRONTLINE Studios, Inc.",0.0,1.0,"Arcade, Shooter"
Astérix and Obélix Take on Caesar,1999,Action,3rd-person (Other),Windows,4.3,27% (9),Cryo Interactive Entertainment,Cryo Interactive Entertainment,0.0,1.0,Direct control
Puzzle Bobble VS,2003,Puzzle,Side view,N-Gage,4.3,25% (9),Taito Corporation,Taito Corporation,0.0,1.0,Fixed / flip-screen
Duke Nukem: Critical Mass,2011,Action,1st-person,Nintendo DS,4.3,34% (16),"FRONTLINE Studios, Inc.","FRONTLINE Studios, Inc.",0.0,1.0,"Platform, Shooter"
The Dark Eye: Realms of Arkania - Blade of Destiny,2013,Role-playing (RPG),1st-person,Windows,4.3,24% (8),United Independent Entertainment GmbH,United Independent Entertainment GmbH,0.0,1.0,Turn-based
Universal Studios Theme Parks Adventure,2001,Action,3rd-person (Other),GameCube,4.3,31% (13),Nai'a Digital Works,Nai'a Digital Works,0.0,1.0,"Puzzle elements, Quick Time Events (QTEs)"
Forever Worlds: Enter the Unknown,2004,Adventure,1st-person,Windows,4.3,31% (12),Hexagon Entertainment LLC,Hexagon Entertainment LLC,0.0,1.0,Puzzle elements
Steel Walker,2007,Action,1st-person,Windows,4.3,24% (6),OG-Soft Productions,OG-Soft Productions,0.0,1.0,Mecha / giant robot
Ashes to Ashes,1996,Action,1st-person,Windows,4.3,25% (7),Deep River Publishing,Deep River Publishing,0.0,1.0,Shooter
American Gladiators,1991,Action,Side view,NES,4.3,38% (22),"GameTek, Inc.","GameTek, Inc.",0.0,1.0,"Fighting, Game show / trivia / quiz, Platform"
Ed Hunter,1999,Action,1st-person,Windows,4.3,28% (11),Synthetic Dimensions PLC,Synthetic Dimensions PLC,0.0,1.0,Rail shooter
Street Racer,1977,Racing / Driving,Top-down,Atari 2600,4.3,45% (3),"Sears, Roebuck and Co., Atari, Inc., Microsoft Game Studios","Sears, Roebuck and Co.",0.0,1.0,2D scrolling
Blackwater,2011,Action,1st-person,Xbox 360,4.3,25% (8),Zombie Studios Inc.,Zombie Studios Inc.,0.0,1.0,Shooter
World War II Combat: Iwo Jima,2006,Action,1st-person,Xbox,4.3,26% (7),Groove Games,Groove Games,0.0,1.0,Shooter
Legend of the Lost,1990,Action,Behind view,Amiga,4.3,31% (8),Impressions,Impressions,0.0,1.0,"2D scrolling, Fixed / flip-screen"
Home Run,1978,Sports,Top-down,Atari 2600,4.3,32% (5),"Atari, Inc.","Atari, Inc.",0.0,1.0,Fixed / flip-screen
Traitors Gate 2: Cypher,2003,Adventure,Behind view,Windows,4.3,35% (20),"Data Ductus AB, 258 Productions AB",Data Ductus AB,0.0,1.0,Puzzle elements
Big Brother: The Game 2,2000,Action,3rd-person (Other),Windows,4.3,23% (7),Witan Entertainment BV,Witan Entertainment BV,0.0,1.0,Arcade
Codename: Nina - Global Terrorism Strike Force,2003,Action,1st-person,Windows,4.3,32% (7),Detalion,Detalion,0.0,1.0,"Puzzle elements, Shooter"
Babylon's Fall,2022,Role-playing (RPG),Behind view,PlayStation 5,4.3,40% (35),"Square Enix, Inc., Square Enix Co., Ltd., Square Enix Limited","Square Enix, Inc.",0.0,1.0,"Action RPG, Hack and slash"
Dungeon Keeper,2013,Strategy,Diagonal-down,Android,4.3,30% (9),"Electronic Arts, Inc., EA Swiss Sàrl","Electronic Arts, Inc.",0.0,1.0,Free-roaming camera
Citadels,2013,Strategy,3rd-person (Other),Windows,4.4,23% (5),"Games Distillery, s.r.o.","Games Distillery, s.r.o.",0.0,1.0,Real-time
It's a Knockout,1986,Action,Side view,Commodore 64,4.4,33% (5),Ocean Software Ltd.,Ocean Software Ltd.,0.0,1.0,"2D scrolling, Fixed / flip-screen"
Hooters: Road Trip,2002,Racing / Driving,Behind view,PlayStation,4.4,28% (12),Ubi Soft Entertainment Software,Ubi Soft Entertainment Software,0.0,1.0,Arcade
Dive: The Conquest of Silver Eye,1996,Adventure,1st-person,DOS,4.4,21% (6),Diamond Software,Diamond Software,0.0,1.0,Puzzle elements
Stake: Fortune Fighters,2003,Action,3rd-person (Other),Xbox,4.4,28% (8),Gameness Art Software Inc.,Gameness Art Software Inc.,0.0,1.0,Isometric
Sneak 'n Peek,1982,Simulation,Fixed / flip-screen,Atari 2600,4.4,34% (5),James Wickstead Design Associates,James Wickstead Design Associates,0.0,1.0,
SwordQuest: FireWorld,1983,Action,Diagonal-down,Atari 2600,4.4,29% (4),"Atari, Inc.","Atari, Inc.",0.0,1.0,Fixed / flip-screen
Club Drive,1994,Racing / Driving,1st-person,Jaguar,4.4,42% (19),Atari Corporation,Atari Corporation,0.0,1.0,Direct control
Ring Cycle,1996,Action,1st-person,DOS,4.4,28% (7),Maelstrom Games Ltd,Maelstrom Games Ltd,0.0,1.0,Fantasy
Space War,1978,Action,Top-down,Atari 2600,4.4,33% (2),"Sears, Roebuck and Co., Atari, Inc., Microsoft Game Studios, Atari Interactive, Inc.","Sears, Roebuck and Co.",0.0,1.0,Fixed / flip-screen
Umbrella Corps,2016,Action,Behind view,Windows,4.4,38% (21),"Capcom Co., Ltd., Capcom U.S.A., Inc.","Capcom Co., Ltd.",0.0,1.0,Tactical shooter
Alive ....Behind the Moon....,1996,Adventure,1st-person,DOS,4.4,20% (5),CPIO Multimédia,CPIO Multimédia,0.0,1.0,Puzzle elements
Kick-Ass 2,2014,Action,3rd-person (Other),Windows,4.4,27% (6),"Freedom Factory Studios, Ingress",Freedom Factory Studios,0.0,1.0,Beat 'em up / brawler
Limbo of the Lost,2007,Adventure,1st-person,Windows,4.4,25% (6),Majestic Studios,Majestic Studios,0.0,1.0,"Graphic adventure, Puzzle elements"
ALF,1989,Action,Side view,SEGA Master System,4.4,30% (9),Nexa Corporation,Nexa Corporation,0.0,1.0,2D scrolling
CrossFireX,2020,Action,1st-person,Xbox One,4.4,38% (24),"Smilegate Entertainment, Inc.","Smilegate Entertainment, Inc.",0.0,1.0,Shooter
Crime Life: Gang Wars,2005,Action,Diagonal-down,PlayStation 2,4.4,36% (29),"Konami of Europe GmbH, Konami Corporation, Noviy Disk",Konami of Europe GmbH,0.0,1.0,Fighting
Flappy Bird,2013,Action,Side view,iPhone,4.4,47% (10),".GEARS Studios, Bay Tek Games, Inc.",.GEARS Studios,0.0,1.0,2D scrolling
Der Schuh des Manitu,2001,Action,3rd-person (Other),Windows,4.4,26% (7),Soft Enterprises GmbH,Soft Enterprises GmbH,0.0,1.0,
ThunderCats,2012,Action,3rd-person (Other),Nintendo DS,4.4,25% (9),"Aspect Co., Ltd., Mutan, Inc.","Aspect Co., Ltd.",0.0,1.0,2D scrolling
Beyblade,2001,Action,Top-down,PlayStation,4.4,26% (9),"Wavedge Co., Ltd.","Wavedge Co., Ltd.",0.0,1.0,Anime / Manga
Deal or No Deal,2007,Simulation,1st-person,Nintendo DS,4.4,22% (5),Gravity-i Ltd,Gravity-i Ltd,0.0,1.0,Game show / trivia / quiz
Rock Revolution,2008,Action,Music / rhythm,Xbox 360,4.4,31% (14),"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","Konami Digital Entertainment, Inc.",0.0,1.0,
10-Yard Fight,1983,Sports,Top-down,Arcade,4.4,34% (10),"Irem Corp., Nintendo of America Inc., HAMSTER Corporation",Irem Corp.,0.0,1.0,Football (American)
World Wide Rally,1997,Racing / Driving,1st-person,DOS,4.4,16% (5),Digital Dreams Multimedia,Digital Dreams Multimedia,0.0,1.0,
Peter Jackson's King Kong: The Official Game of th...,2005,Action,1st-person,Nintendo DS,4.4,26% (7),Ubisoft SARL,Ubisoft SARL,0.0,1.0,Shooter
Akira,1994,Action,Side view,Amiga,4.4,34% (11),International Computer Entertainment Ltd.,International Computer Entertainment Ltd.,0.0,1.0,Anime / Manga
Superman,1987,Action,Side view,NES,4.4,26% (5),"Kotobuki System Co., Ltd.","Kotobuki System Co., Ltd.",0.0,1.0,"Arcade, Platform"
Hour of Victory,2007,Action,1st-person,Xbox 360,4.4,41% (41),"Midway Home Entertainment, Inc., Warner Bros. Interactive Entertainment Inc., Noviy Disk","Midway Home Entertainment, Inc.",0.0,1.0,"Shooter, Stealth"
Harley-Davidson: Race Across America,1999,Racing / Driving,1st-person,Windows,4.4,31% (10),"Canopy Games, G2M Games",Canopy Games,0.0,1.0,Real-time
Showtime Championship Boxing,2007,Action,3rd-person (Other),Nintendo DS,4.4,29% (10),"Destination Software, Inc., White Park Bay Software Ltd","Destination Software, Inc.",0.0,1.0,Boxing
Tennis Manager,1998,Action,1st-person,Windows,4.4,24% (6),New Generation Software,New Generation Software,0.0,1.0,"Managerial / business simulation, Paddle / Pong"
Crazy Frog Arcade Racer,2007,Racing / Driving,3rd-person (Other),Windows,4.4,21% (7),"Turtle Games, Valcon Games LLC",Turtle Games,0.0,1.0,Mini-games
Racquetball,1981,Action,Arcade,Atari 2600,4.4,21% (3),"Apollo, Inc.","Apollo, Inc.",0.0,1.0,
Football Manager: World Cup Edition 1990,1990,Sports,Top-down,DOS,4.4,40% (5),Addictive Games Ltd,Addictive Games Ltd,0.0,1.0,Managerial / business simulation
Rise of the Robots,1994,Action,Side view,DOS,4.4,51% (52),"Philips Interactive Media, Inc., Time Warner Interactive Inc., Time Warner Interactive Ltd.","Philips Interactive Media, Inc.",0.0,1.0,2D scrolling
Springer,1982,Action,Side view,Arcade,4.4,39% (7),"Orca Corporation, Tigervision",Orca Corporation,0.0,1.0,Fixed / flip-screen
Fighting Soccer,1988,Sports,Top-down,Arcade,4.4,48% (8),"SNK Corporation, Activision, Inc., Activision (UK) Limited, SNK Corporation",SNK Corporation,0.0,1.0,2D scrolling
Big Trouble in Little China,1987,Action,Side view,Commodore 64,4.4,41% (7),"Electric Dreams Software, Alternative Software Ltd.",Electric Dreams Software,0.0,1.0,"Fighting, Shooter"
The AssKickers,2011,Action,Side view,Windows,4.4,38% (15),AGO Games,AGO Games,0.0,1.0,Fighting
Pocket Racers,2006,Action,Behind view,PSP,4.4,37% (15),Blade Interactive Studios Ltd.,Blade Interactive Studios Ltd.,0.0,1.0,Automobile
Porky's,1983,Action,Side view,Atari 2600,4.5,34% (5),"Fox Video Games, Inc., Romox Inc.","Fox Video Games, Inc.",0.0,1.0,Fixed / flip-screen
Chubby Gristle,1988,Action,Side view,Amiga,4.5,38% (9),"Grandslam Entertainments Ltd., Bug Byte Premier",Grandslam Entertainments Ltd.,0.0,1.0,Fixed / flip-screen
Terminator 3: War of the Machines,2003,Action,1st-person,Windows,4.5,37% (21),Clever's Games Ltd.,Clever's Games Ltd.,0.0,1.0,Shooter
SwordQuest: EarthWorld,1982,Action,Top-down,Atari 2600,4.5,48% (6),"Atari, Inc.","Atari, Inc.",0.0,1.0,Puzzle elements
Specnaz: Project Wolf,2006,Action,1st-person,Windows,4.5,25% (6),Byte Software,Byte Software,0.0,1.0,"Shooter, Stealth"
Basic Math,1977,Educational,Text-based / Spreadsheet,Atari 2600,4.5,15% (2),"Atari, Inc.","Atari, Inc.",0.0,1.0,Fixed / flip-screen
Dragon's Lair,1990,Action,Side view,NES,4.5,39% (15),Motivetime Ltd.,Motivetime Ltd.,0.0,1.0,2D scrolling
Fast & Furious: Showdown,2013,Action,1st-person,Xbox 360,4.5,22% (10),"Activision Publishing, Inc.","Activision Publishing, Inc.",0.0,1.0,"Automobile, Street racing"
Real Pinball,1994,Simulation,1st-person,3DO,4.5,21% (5),Japan DataWorks Inc.,Japan DataWorks Inc.,0.0,1.0,Pinball
Onechanbara: Bikini Samurai Squad,2006,Action,3rd-person (Other),Xbox 360,4.5,39% (25),Tamsoft Corporation,Tamsoft Corporation,0.0,1.0,"Beat 'em up / brawler, Hack and slash, Shooter"
Super Taxi Driver,2000,Racing / Driving,Behind view,Windows,4.5,21% (7),"KingCabTeam, Microforum Italia S.p.A.",KingCabTeam,0.0,1.0,"Automobile, Street racing, Vehicle simulator"
Battle Monsters,1995,Action,Side view,SEGA Saturn,4.5,28% (9),Scarab,Scarab,0.0,1.0,"Fighting, Platform"
Infestation: Survivor Stories,2012,Action,1st-person,Windows,4.5,26% (6),"Hammerpoint Interactive, Void Production LLC",Hammerpoint Interactive,0.0,1.0,"Shooter, Survival horror"
Barney's Hide & Seek Game,1993,Adventure,Side view,Genesis,4.5,36% (6),"Realtime Associates, Inc.","Realtime Associates, Inc.",0.0,1.0,2D scrolling
Knight Rider,1986,Action,1st-person,Commodore 64,4.5,26% (4),Ocean Software Ltd.,Ocean Software Ltd.,0.0,1.0,"Shooter, Stealth"
Prison Tycoon,2005,Simulation,Isometric,Windows,4.5,28% (6),Virtual Playground Ltd.,Virtual Playground Ltd.,0.0,1.0,
Rock 'Em Sock 'Em Robots,2006,Action,3rd-person (Other),Game Boy Advance,4.5,24% (6),Full Fat Productions Ltd.,Full Fat Productions Ltd.,0.0,1.0,Fighting
Yetisports Deluxe,2004,Action,3rd-person (Other),Windows,4.5,36% (9),JoWooD Productions Software AG,JoWooD Productions Software AG,0.0,1.0,Arcade
CatFight: The Ultimate Female Fighting Game,1996,Action,Fighting,Windows,4.5,25% (5),Atlantean Interactive Games,Atlantean Interactive Games,0.0,1.0,
Feuerwache: Mission - Leben retten,2006,Strategy,3rd-person (Other),Windows,4.5,28% (8),pixon interactive media development GmbH,pixon interactive media development GmbH,0.0,1.0,Isometric
The Paranoia Complex,1989,Action,Top-down,Amiga,4.5,41% (5),"Magic Bytes, Gremlin Graphics Software Limited, Softgold Computerspiele GmbH",Magic Bytes,0.0,1.0,2D scrolling
George of the Jungle and the Search for the Secret,2008,Action,Side view,PlayStation 2,4.5,29% (11),"Ignition Entertainment Ltd., Crave Entertainment, Inc.",Ignition Entertainment Ltd.,0.0,1.0,2D scrolling
Bruce Lee: Quest of the Dragon,2002,Action,3rd-person (Other),Xbox,4.5,40% (27),Ronin Entertainment,Ronin Entertainment,0.0,1.0,Beat 'em up / brawler
Virtuoso,1994,Action,1st-person,DOS,4.5,40% (17),"Nova Spring, Elite Systems Ltd., Data East USA, Inc., Imagineer Co., Ltd.",Nova Spring,0.0,1.0,Shooter
Water Closet: The Forbidden Chamber,2000,Adventure,Anime / Manga,Windows,4.5,27% (5),"Will Japan, Peach Princess",Will Japan,0.0,1.0,Visual novel
SuperPower,2002,Simulation,Top-down,Windows,4.5,30% (10),GolemLabs Inc.,GolemLabs Inc.,0.0,1.0,Managerial / business simulation
Doctor Who: Return to Earth,2010,Action,1st-person,Wii,4.5,23% (6),Asylum Entertainment Ltd.,Asylum Entertainment Ltd.,0.0,1.0,"Mini-games, Puzzle elements, Shooter, Stealth"
Survivor: The Interactive Game,2001,Adventure,1st-person,Macintosh,4.5,32% (11),"MacSoft, Infogrames Europe SA",MacSoft,0.0,1.0,Game show / trivia / quiz
Great Ice Hockey,1986,Sports,Top-down,SEGA Master System,4.5,34% (7),SEGA Enterprises Ltd.,SEGA Enterprises Ltd.,0.0,1.0,Hockey
Bill & Ted's Excellent Video Game Adventure,1991,Action,Isometric,NES,4.5,30% (8),"Rocket Science Productions, Inc.","Rocket Science Productions, Inc.",0.0,1.0,Licensed
Shrek: Fairy Tale Freakdown,2001,Action,Fighting,Game Boy Color,4.5,31% (9),"Prolific Publishing, Inc.","Prolific Publishing, Inc.",0.0,1.0,Licensed
Surfing H³O,2000,Sports,3rd-person (Other),PlayStation 2,4.5,36% (16),Opus Corp.,Opus Corp.,0.0,1.0,Surfing
Virtual Corporation,1996,Adventure,1st-person,Windows,4.5,35% (7),Microforum International,Microforum International,0.0,1.0,Managerial / business simulation
Bloodwings: Pumpkinhead's Revenge,1995,Action,1st-person,DOS,4.5,37% (9),BAP Interactive,BAP Interactive,0.0,1.0,Shooter
Elf Bowling 1&2,2005,Action,Behind view,Game Boy Advance,4.5,17% (5),Ignition Entertainment Ltd. USA,Ignition Entertainment Ltd. USA,0.0,1.0,Fixed / flip-screen
Double Dragon V: The Shadow Falls,1994,Action,Side view,SNES,4.5,43% (15),"Tradewest, Inc.","Tradewest, Inc.",0.0,1.0,2D scrolling
Kabuki Warriors,2001,Action,Side view,Xbox,4.5,33% (8),"LightWeight Co., Ltd.","LightWeight Co., Ltd.",0.0,1.0,2D scrolling
Cool World,1993,Action,Side view,NES,4.5,26% (5),Ocean Software Ltd.,Ocean Software Ltd.,0.0,1.0,2D scrolling
Paolo Eleuteri Serpieri's Druuna: Morbus Gravis,2001,Adventure,3rd-person (Other),Windows,4.5,39% (15),Artematica Entertainment,Artematica Entertainment,0.0,1.0,Quick Time Events (QTEs)
Instinct,2007,Action,1st-person,Windows,4.5,30% (7),"Digital Spray Studios, Newtonic Studio",Digital Spray Studios,0.0,1.0,Shooter
SNK vs. CAPCOM: Card Fighters DS,2006,Role-playing (RPG),Diagonal-down,Nintendo DS,4.5,32% (10),SNK Playmore Corporation,SNK Playmore Corporation,0.0,1.0,Isometric
ICW Wrestling,1989,Sports,Diagonal-down,Amiga,4.5,24% (5),Digital Wizards,Digital Wizards,0.0,1.0,Wrestling
Raven Squad,2009,Action,1st-person,Windows,4.5,40% (27),"Evolved Games, SouthPeak Interactive Ltd, 1C-SoftClub",Evolved Games,0.0,1.0,Real-time
Game Party,2007,Action,3rd-person (Other),Wii,4.5,27% (9),FarSight Technologies Inc.,FarSight Technologies Inc.,0.0,1.0,
Need for Speed: Most Wanted,2005,Racing / Driving,1st-person,Nintendo DS,4.5,36% (14),Sensory Sweep Studios,Sensory Sweep Studios,0.0,1.0,Arcade
Sonic Boom: Rise of Lyric,2014,Action,Behind view,Wii U,4.5,38% (15),"Big Red Button Entertainment, Inc.","Big Red Button Entertainment, Inc.",0.0,1.0,"Platform, Puzzle elements"
1193 Anno Domini: Merchants and Crusader,2001,Simulation,Managerial / business simulation,Windows,4.5,32% (8),Independent Arts Software GmbH,Independent Arts Software GmbH,0.0,1.0,Medieval
Friday the 13th,1986,Action,Side view,Amstrad CPC,4.5,27% (7),"Domark Limited, Bug-Byte Software Ltd.",Domark Limited,0.0,1.0,Horror
Gazza's Super Soccer,1989,Sports,Diagonal-down,Amiga,4.5,46% (9),Empire Software,Empire Software,0.0,1.0,Football (European) / Soccer
Time and Eternity,2012,Role-playing (RPG),3rd-person (Other),PlayStation 3,4.6,41% (31),imageepoch Inc.,imageepoch Inc.,0.0,1.0,Anime / Manga
MTV Celebrity Deathmatch,2003,Action,3rd-person (Other),PlayStation 2,4.6,36% (36),"Gotham Games, Take-Two Interactive Software, Inc., tewi publishing GmbH",Gotham Games,0.0,1.0,Wrestling
Chicken Shoot,2007,Action,1st-person,Nintendo DS,4.6,19% (5),"FRONTLINE Studios, Inc., Calaris Studios Sp. z o.o","FRONTLINE Studios, Inc.",0.0,1.0,"Arcade, Shooter"
Army Men: Green Rogue,2001,Action,3rd-person (Other),PlayStation 2,4.6,34% (14),"3DO Company, The","3DO Company, The",0.0,1.0,"Arcade, Shooter"
Tsunami 2265,2002,Action,Behind view,Windows,4.6,37% (11),Prograph Research S.r.l.,Prograph Research S.r.l.,0.0,1.0,Anime / Manga
Ibiza Babewatch,2001,Adventure,1st-person,Windows,4.6,21% (5),Redfire Software,Redfire Software,0.0,1.0,Adult
Quantum Theory,2010,Action,Behind view,PlayStation 3,4.6,32% (11),"Tecmo Koei America Corp., Koei Tecmo Games Co., Ltd.",Tecmo Koei America Corp.,0.0,1.0,Shooter
Turning Point: Fall of Liberty,2008,Action,1st-person,Windows,4.6,41% (65),"Codemasters Software Company Limited, The, Buka Entertainment","Codemasters Software Company Limited, The",0.0,1.0,Shooter
"Final Fight: ""Streetwise""",2006,Action,Behind view,PlayStation 2,4.6,40% (37),"Capcom Entertainment, Inc., CE Europe Ltd.","Capcom Entertainment, Inc.",0.0,1.0,Beat 'em up / brawler
Cruis'n,2007,Racing / Driving,Behind view,Wii,4.6,21% (5),Kung Fu Factory Casual,Kung Fu Factory Casual,0.0,1.0,Direct control
Codebreaker,1978,Puzzle,Text-based / Spreadsheet,Atari 2600,4.6,30% (3),"Sears, Roebuck and Co., Atari, Inc., Atari Corporation, Microsoft Game Studios","Sears, Roebuck and Co.",0.0,1.0,Fixed / flip-screen
ATV Quad Frenzy,2005,Racing / Driving,Behind view,Nintendo DS,4.6,31% (11),"Skyworks Technologies, Inc.","Skyworks Technologies, Inc.",0.0,1.0,"Off-roading, Vehicle simulator"
Defender,2002,Action,Side view,Game Boy Advance,4.6,35% (10),"OutLook Entertainment, Inc.","OutLook Entertainment, Inc.",0.0,1.0,2D scrolling
Pulse Racer,2002,Racing / Driving,3rd-person (Other),Xbox,4.6,28% (5),"Jaleco Entertainment, Inc., Ketsujin Russian Studio","Jaleco Entertainment, Inc.",0.0,1.0,Shooter
Star Wars: Flight of the Falcon,2003,Action,Behind view,Game Boy Advance,4.6,36% (14),Pocket Studios,Pocket Studios,0.0,1.0,Shooter
All Star Strip Poker: Girls at Work,2006,Strategy,1st-person,Windows,4.6,25% (6),CITY interactive Sp. z o.o.,CITY interactive Sp. z o.o.,0.0,1.0,Cards / tiles
Men in Black: The Series,1998,Action,Side view,Game Boy Color,4.6,35% (12),Tiertex Design Studios,Tiertex Design Studios,0.0,1.0,"Platform, Shooter"
Godzilla: Unleashed,2007,Action,3rd-person (Other),PlayStation 2,4.6,41% (46),"Atari, Inc., Atari Europe S.A.S.U.","Atari, Inc.",0.0,1.0,Fighting
Beach Head 2000,2000,Action,1st-person,Windows,4.6,44% (20),"WizardWorks Group, Inc., MacSoft, Global VR Inc., Digital Fusion, Inc.","WizardWorks Group, Inc.",0.0,1.0,Shooter
Sniper: Path of Vengeance,2002,Action,1st-person,Windows,4.6,35% (14),Mirage Interactive LLC,Mirage Interactive LLC,0.0,1.0,"RPG elements, Shooter"
Wayne's World,1993,Action,Side view,Genesis,4.6,42% (18),THQ Inc.,THQ Inc.,0.0,1.0,2D scrolling
Escape from Bug Island,2006,Action,3rd-person (Other),Wii,4.6,36% (14),"Spike Co., Ltd.","Spike Co., Ltd.",0.0,1.0,Survival horror
Shattered Light,1999,Role-playing (RPG),Diagonal-down,Windows,4.6,32% (7),"Catware, Inc.","Catware, Inc.",0.0,1.0,Isometric
0 day Attack on Earth,2009,Action,Top-down,Xbox 360,4.6,38% (17),"Square Enix, Inc.","Square Enix, Inc.",0.0,1.0,Shooter
